Species strain,Species,Strain,Clade,Source,Assembly Accession,Keep,Notes
Anomoloma albolutescens OMC1655 v1.0,Anomoloma albolutescens OMC1655,OMC1655,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Amylocorticiaceae;genus:Anomoloma,JGI
Anomoporia bombycina ATCC 64506 v1.0,Anomoporia bombycina ATCC 64506,ATCC 64506,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Amylocorticiaceae;genus:Anomoporia,JGI
Anomoporia myceliosa MJL 4413 v1.0,Anomoporia myceliosa MJL 4413,MJL 4413,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Amylocorticiaceae;genus:Anomoloma,JGI
Anthostoma avocetta NRRL 3190 v1.0,Anthostoma avocetta NRRL 3190,NRRL 3190,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Xylariomycetidae;family:Diatrypaceae;genus:Anthostoma,JGI
Anthracocystis flocculosa PF-1 (GCA_000417875),Anthracocystis flocculosa PF-1,PF-1,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Ustilaginomycetes;;family:Ustilaginaceae;genus:Anthracocystis,Ensembl-Genbank
Antonospora locustae HM-2013,Antonospora locustae HM-2013,HM-2013,phylum:Microsporidia;;;;;genus:Antonospora,JGI
Antrodia serialis Sig1Antser10 v1.0,Antrodia serialis Sig1Antser10,Sig1Antser10,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Fomitopsidaceae;genus:Antrodia,JGI
Aphanobasidium pseudotsugae OMC1630 v1.0,Aphanobasidium pseudotsugae OMC1630,OMC1630,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Pterulaceae;genus:Aphanobasidium,JGI
Apiosordaria backusii CBS 540.89 v1.0,Apiosordaria backusii CBS 540.89,CBS 540.89,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Lasiosphaeriaceae;genus:Apiosordaria,JGI
Apiospora montagnei NRRL 25634 v1.0,Apiospora montagnei NRRL 25634,NRRL 25634,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Xylariomycetidae;family:Apiosporaceae;genus:Arthrinium,JGI
Aplosporella prunicola CBS 121.167 v1.0,Aplosporella prunicola CBS 121.167,CBS 121.167,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;;family:Aplosporellaceae;genus:Aplosporella,JGI
Apodospora peruviana CBS 118394 v1.0,Apodospora peruviana CBS 118394,CBS 118394,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Lasiosphaeriaceae;genus:Apodospora,JGI
Aporpium caryae L-13461,Aporpium caryae L-13461,L-13461,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Aporpiaceae;genus:Elmerina,JGI
Armillaria borealis FPL87.14 v1.0,Armillaria borealis FPL87.14,FPL87.14,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria,JGI
Armillaria cepistipes B5,Armillaria cepistipes B5,B5,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria,JGI
Armillaria ectypa FPL83.16 v1.0,Armillaria ectypa FPL83.16,FPL83.16,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria,JGI
Armillaria gallica 21-2 v1.0,Armillaria gallica 21-2,21-2,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria,JGI
Armillaria gallica str. Ar21-2 (GCA_002307695),Armillaria gallica str. Ar21-2,Ar21-2,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria,Ensembl-Genbank
Armillaria luteobubalina HWK02 v1.0,Armillaria luteobubalina HWK02,HWK02,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria,JGI
Armillaria mellea DSM 3731,Armillaria mellea DSM 3731,DSM 3731,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria,JGI
Armillaria nabsnona CMW6904 v1.0,Armillaria nabsnona CMW6904,CMW6904,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria,JGI
Armillaria ostoyae (GCA_900157425),Armillaria ostoyae,C18/9,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria,Ensembl-Genbank
Armillaria ostoyae C18/9,Armillaria ostoyae C18/9,C18/9,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria,JGI
Armillaria solidipes 28-4 v1.0,Armillaria solidipes 28-4,28-4,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria,JGI
Armillaria solidipes str. 28-4 (GCA_002307675),Armillaria solidipes str. 28-4,28-4,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria,Ensembl-Genbank
Armillaria tabescens CCBAS 213 v1.0,Armillaria tabescens CCBAS 213,CCBAS 213,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Physalacriaceae;genus:Armillaria,JGI
Arthroascus fermentans 17710 v1.0,Arthroascus fermentans 17710,17710,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycopsidaceae;genus:Saccharomycopsis,JGI
Arthrobotrys oligospora ATCC 24927,Arthrobotrys oligospora ATCC 24927,ATCC 24927,phylum:Ascomycota;subphylum:Pezizomycotina;class:Orbiliomycetes;;family:Orbiliaceae;genus:Arthrobotrys,JGI
Arthrobotrys oligospora ATCC 24927 (GCA_000225545),Arthrobotrys oligospora ATCC 24927,ATCC 24927,phylum:Ascomycota;subphylum:Pezizomycotina;class:Orbiliomycetes;;family:Orbiliaceae;genus:Arthrobotrys,Ensembl-Genbank
Arthroderma benhamiae CBS 112371,Arthroderma benhamiae CBS 112371,CBS 112371,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton,JGI
Ascobolus immersus RN42 v1.0,Ascobolus immersus RN42,RN42,phylum:Ascomycota;subphylum:Pezizomycotina;class:Pezizomycetes;;family:Ascobolaceae;genus:Ascobolus,JGI
Ascochyta rabiei ArDII,Ascochyta rabiei ArDII,ArDII,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Didymellaceae;genus:Ascochyta,JGI
Ascochyta rabiei str. ArDII (GCA_001630375),Ascochyta rabiei str. ArDII,ArDII,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Didymellaceae;genus:Ascochyta,Ensembl-Genbank
Ascocoryne sarcoides NRRL50072,Ascocoryne sarcoides NRRL50072,NRRL 50072,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Helotiaceae;genus:Ascocoryne,JGI
Ascodesmis nigricans CBS 389.68 v1.0,Ascodesmis nigricans CBS 389.68,CBS 389.68,phylum:Ascomycota;subphylum:Pezizomycotina;class:Pezizomycetes;;family:Ascodesmidaceae;genus:Ascodesmis,JGI
Ascoidea rubescens DSM 1968 (GCA_001661345),Ascoidea rubescens DSM 1968,DSM 1968,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Ascoideaceae;genus:Ascoidea,Ensembl-Genbank
Ascoidea rubescens NRRL Y17699 v1.0,Ascoidea rubescens NRRL Y17699,NRRL Y17699,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Ascoideaceae;genus:Ascoidea,JGI
Ascosphaera apis ARSEF 7405 (GCA_001636715),Ascosphaera apis ARSEF 7405,ARSEF 7405,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Ascosphaeraceae;genus:Ascosphaera,Ensembl-Genbank
Aspergillus aculeatinus CBS 121060 (GCA_003184765),Aspergillus aculeatinus CBS 121060,CBS 121060,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,Ensembl-Genbank
Aspergillus aculeatinus CBS 121060 v1.0,Aspergillus aculeatinus CBS 121060,CBS 121060,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,JGI
Aspergillus aculeatus ATCC 16872,Aspergillus aculeatus ATCC 16872,ATCC 16872,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,FungiDB
Aspergillus aculeatus ATCC 16872 (GCA_001890905),Aspergillus aculeatus ATCC 16872,ATCC 16872,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,Ensembl-Genbank
Aspergillus aculeatus ATCC16872 v1.1,Aspergillus aculeatus ATCC16872,ATCC16872,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,JGI
Aspergillus arachidicola str. CBS 117610 (GCA_002749805),Aspergillus arachidicola str. CBS 117610,CBS 117610,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,Ensembl-Genbank
Aspergillus bombycis NRRL 26010,Aspergillus bombycis NRRL 26010,NRRL 26010,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,JGI
Aspergillus bombycis str. NRRL26010 (GCA_001792695),Aspergillus bombycis str. NRRL26010,NRRL 26010,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,Ensembl-Genbank
Aspergillus brasiliensis v1.0,Aspergillus brasiliensis,CBS 101740,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,JGI
Aspergillus brasiliensis CBS 101740,Aspergillus brasiliensis CBS 101740,CBS 101740,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,FungiDB
Aspergillus brasiliensis CBS 101740 (GCA_001889945),Aspergillus brasiliensis CBS 101740,CBS 101740,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,Ensembl-Genbank
Aspergillus brunneoviolaceus CBS 621.78 (GCA_003184695),Aspergillus brunneoviolaceus CBS 621.78,CBS 621.78,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,Ensembl-Genbank
Aspergillus brunneoviolaceus CBS 621.78 v1.0,Aspergillus brunneoviolaceus CBS 621.78,CBS 621.78,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,JGI
Aspergillus calidoustus str. SF006504 (GCA_001511075),Aspergillus calidoustus str. SF006504,SF006504,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,Ensembl-Genbank
Aspergillus campestris IBT 28561,Aspergillus campestris IBT 28561,IBT 28561,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,FungiDB
Aspergillus campestris IBT 28561 (GCA_002847485),Aspergillus campestris IBT 28561,IBT 28561,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,Ensembl-Genbank
Aspergillus campestris IBT 28561 v1.0,Aspergillus campestris IBT 28561,IBT 28561,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,JGI
Aspergillus candidus CBS 102.13 v1.0,Aspergillus candidus CBS 102.13,CBS 102.13,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,JGI
Aspergillus candidus str. CBS 102.13 (GCA_002847045),Aspergillus candidus str. CBS 102.13,CBS 102.13,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,Ensembl-Genbank
Aspergillus carbonarius ITEM 5010,Aspergillus carbonarius ITEM 5010,ITEM 5010,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,FungiDB
Aspergillus carbonarius ITEM 5010 (GCA_001990825),Aspergillus carbonarius ITEM 5010,ITEM 5010,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,Ensembl-Genbank
Aspergillus carbonarius ITEM 5010 v3,Aspergillus carbonarius ITEM 5010,ITEM 5010,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,JGI
Aspergillus clavatus NRRL 1,Aspergillus clavatus NRRL 1,NRRL 1,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,FungiDB
Aspergillus clavatus NRRL 1,Aspergillus clavatus NRRL 1,NRRL 1,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,Ensembl-Genbank
Aspergillus clavatus NRRL 1 from AspGD,Aspergillus clavatus NRRL 1 from AspGD,NRRL 1,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,JGI
Aspergillus costaricaensis CBS 115574 v1.0,Aspergillus costaricaensis CBS 115574,CBS 115574,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,JGI
Aspergillus cristatus GZAAS20.1005,Aspergillus cristatus GZAAS20.1005,GZAAS20.1005,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,JGI
Aspergillus cristatus str. GZAAS20.1005 (GCA_001717485),Aspergillus cristatus str. GZAAS20.1005,GZAAS20.1005,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus,Ensembl-Genbank
